match_id,date,season,stage_id,stage_name,week_id,week_name,tournament_id,tournament_name,status,team_a_id,team_a_name,team_a_abbr,team_a_score,team_b_id,team_b_name,team_b_abbr,team_b_score,winner_id,winner_name,winner_abbr
10223,01/11/2018,2018,1,stage1,0,Week 1,3829,Overwatch League - Stage 1,CONCLUDED,4404,San Francisco Shock,SFS,0,4405,Los Angeles Valiant,VAL,4,4405,Los Angeles Valiant,VAL
10224,01/11/2018,2018,1,stage1,0,Week 1,3829,Overwatch League - Stage 1,CONCLUDED,4408,Shanghai Dragons,SHD,0,4406,Los Angeles Gladiators,GLA,4,4406,Los Angeles Gladiators,GLA
10225,01/11/2018,2018,1,stage1,0,Week 1,3829,Overwatch League - Stage 1,CONCLUDED,4523,Dallas Fuel,DAL,1,4409,Seoul Dynasty,SEO,2,4409,Seoul Dynasty,SEO
10226,01/11/2018,2018,1,stage1,0,Week 1,3829,Overwatch League - Stage 1,CONCLUDED,4410,London Spitfire,LDN,3,4407,Florida Mayhem,FLA,1,4410,London Spitfire,LDN
10227,01/11/2018,2018,1,stage1,0,Week 1,3829,Overwatch League - Stage 1,CONCLUDED,4524,Philadelphia Fusion,PHI,3,4525,Houston Outlaws,HOU,2,4524,Philadelphia Fusion,PHI
10228,01/12/2018,2018,1,stage1,0,Week 1,3829,Overwatch League - Stage 1,CONCLUDED,4402,Boston Uprising,BOS,1,4403,New York Excelsior,NYE,3,4403,New York Excelsior,NYE
10229,01/13/2018,2018,1,stage1,0,Week 1,3829,Overwatch League - Stage 1,CONCLUDED,4405,Los Angeles Valiant,VAL,3,4523,Dallas Fuel,DAL,0,4405,Los Angeles Valiant,VAL
10230,01/13/2018,2018,1,stage1,0,Week 1,3829,Overwatch League - Stage 1,CONCLUDED,4407,Florida Mayhem,FLA,0,4402,Boston Uprising,BOS,4,4402,Boston Uprising,BOS
10231,01/13/2018,2018,1,stage1,0,Week 1,3829,Overwatch League - Stage 1,CONCLUDED,4404,San Francisco Shock,SFS,3,4408,Shanghai Dragons,SHD,1,4404,San Francisco Shock,SFS
10232,01/13/2018,2018,1,stage1,0,Week 1,3829,Overwatch League - Stage 1,CONCLUDED,4410,London Spitfire,LDN,4,4524,Philadelphia Fusion,PHI,0,4410,London Spitfire,LDN
10233,01/13/2018,2018,1,stage1,0,Week 1,3829,Overwatch League - Stage 1,CONCLUDED,4403,New York Excelsior,NYE,3,4525,Houston Outlaws,HOU,1,4403,New York Excelsior,NYE
10234,01/13/2018,2018,1,stage1,0,Week 1,3829,Overwatch League - Stage 1,CONCLUDED,4409,Seoul Dynasty,SEO,4,4406,Los Angeles Gladiators,GLA,0,4409,Seoul Dynasty,SEO
10235,01/18/2018,2018,1,stage1,1,Week 2,3829,Overwatch League - Stage 1,CONCLUDED,4404,San Francisco Shock,SFS,1,4524,Philadelphia Fusion,PHI,2,4524,Philadelphia Fusion,PHI
10236,01/18/2018,2018,1,stage1,1,Week 2,3829,Overwatch League - Stage 1,CONCLUDED,4407,Florida Mayhem,FLA,0,4409,Seoul Dynasty,SEO,4,4409,Seoul Dynasty,SEO
10237,01/18/2018,2018,1,stage1,1,Week 2,3829,Overwatch League - Stage 1,CONCLUDED,4525,Houston Outlaws,HOU,4,4408,Shanghai Dragons,SHD,0,4525,Houston Outlaws,HOU
10238,01/18/2018,2018,1,stage1,1,Week 2,3829,Overwatch League - Stage 1,CONCLUDED,4523,Dallas Fuel,DAL,0,4525,Houston Outlaws,HOU,4,4525,Houston Outlaws,HOU
10239,01/18/2018,2018,1,stage1,1,Week 2,3829,Overwatch League - Stage 1,CONCLUDED,4403,New York Excelsior,NYE,3,4405,Los Angeles Valiant,VAL,0,4403,New York Excelsior,NYE
10240,01/19/2018,2018,1,stage1,1,Week 2,3829,Overwatch League - Stage 1,CONCLUDED,4524,Philadelphia Fusion,PHI,2,4406,Los Angeles Gladiators,GLA,3,4406,Los Angeles Gladiators,GLA
10241,01/20/2018,2018,1,stage1,1,Week 2,3829,Overwatch League - Stage 1,CONCLUDED,4409,Seoul Dynasty,SEO,4,4402,Boston Uprising,BOS,0,4409,Seoul Dynasty,SEO
10242,01/20/2018,2018,1,stage1,1,Week 2,3829,Overwatch League - Stage 1,CONCLUDED,4408,Shanghai Dragons,SHD,0,4407,Florida Mayhem,FLA,4,4407,Florida Mayhem,FLA
10243,01/20/2018,2018,1,stage1,1,Week 2,3829,Overwatch League - Stage 1,CONCLUDED,4410,London Spitfire,LDN,3,4523,Dallas Fuel,DAL,1,4410,London Spitfire,LDN
10244,01/20/2018,2018,1,stage1,1,Week 2,3829,Overwatch League - Stage 1,CONCLUDED,4405,Los Angeles Valiant,VAL,2,4410,London Spitfire,LDN,3,4410,London Spitfire,LDN
10245,01/20/2018,2018,1,stage1,1,Week 2,3829,Overwatch League - Stage 1,CONCLUDED,4406,Los Angeles Gladiators,GLA,0,4403,New York Excelsior,NYE,4,4403,New York Excelsior,NYE
10246,01/20/2018,2018,1,stage1,1,Week 2,3829,Overwatch League - Stage 1,CONCLUDED,4402,Boston Uprising,BOS,2,4404,San Francisco Shock,SFS,3,4404,San Francisco Shock,SFS
10247,01/25/2018,2018,1,stage1,2,Week 3,3829,Overwatch League - Stage 1,CONCLUDED,4404,San Francisco Shock,SFS,1,4410,London Spitfire,LDN,3,4410,London Spitfire,LDN
10248,01/25/2018,2018,1,stage1,2,Week 3,3829,Overwatch League - Stage 1,CONCLUDED,4408,Shanghai Dragons,SHD,1,4409,Seoul Dynasty,SEO,3,4409,Seoul Dynasty,SEO
10249,01/25/2018,2018,1,stage1,2,Week 3,3829,Overwatch League - Stage 1,CONCLUDED,4406,Los Angeles Gladiators,GLA,2,4405,Los Angeles Valiant,VAL,3,4405,Los Angeles Valiant,VAL
10250,01/25/2018,2018,1,stage1,2,Week 3,3829,Overwatch League - Stage 1,CONCLUDED,4402,Boston Uprising,BOS,3,4410,London Spitfire,LDN,2,4402,Boston Uprising,BOS
10251,01/26/2018,2018,1,stage1,2,Week 3,3829,Overwatch League - Stage 1,CONCLUDED,4524,Philadelphia Fusion,PHI,3,4403,New York Excelsior,NYE,2,4524,Philadelphia Fusion,PHI
10252,01/26/2018,2018,1,stage1,2,Week 3,3829,Overwatch League - Stage 1,CONCLUDED,4525,Houston Outlaws,HOU,4,4407,Florida Mayhem,FLA,0,4525,Houston Outlaws,HOU
10253,01/27/2018,2018,1,stage1,2,Week 3,3829,Overwatch League - Stage 1,CONCLUDED,4409,Seoul Dynasty,SEO,2,4403,New York Excelsior,NYE,3,4403,New York Excelsior,NYE
10254,01/27/2018,2018,1,stage1,2,Week 3,3829,Overwatch League - Stage 1,CONCLUDED,4408,Shanghai Dragons,SHD,2,4524,Philadelphia Fusion,PHI,3,4524,Philadelphia Fusion,PHI
10255,01/27/2018,2018,1,stage1,2,Week 3,3829,Overwatch League - Stage 1,CONCLUDED,4523,Dallas Fuel,DAL,3,4404,San Francisco Shock,SFS,0,4523,Dallas Fuel,DAL
10256,01/27/2018,2018,1,stage1,2,Week 3,3829,Overwatch League - Stage 1,CONCLUDED,4523,Dallas Fuel,DAL,2,4402,Boston Uprising,BOS,3,4402,Boston Uprising,BOS
10257,01/27/2018,2018,1,stage1,2,Week 3,3829,Overwatch League - Stage 1,CONCLUDED,4405,Los Angeles Valiant,VAL,3,4407,Florida Mayhem,FLA,1,4405,Los Angeles Valiant,VAL
10258,01/27/2018,2018,1,stage1,2,Week 3,3829,Overwatch League - Stage 1,CONCLUDED,4406,Los Angeles Gladiators,GLA,0,4525,Houston Outlaws,HOU,4,4525,Houston Outlaws,HOU
10259,02/01/2018,2018,1,stage1,3,Week 4,3829,Overwatch League - Stage 1,CONCLUDED,4405,Los Angeles Valiant,VAL,4,4524,Philadelphia Fusion,PHI,0,4405,Los Angeles Valiant,VAL
10260,02/01/2018,2018,1,stage1,3,Week 4,3829,Overwatch League - Stage 1,CONCLUDED,4407,Florida Mayhem,FLA,1,4406,Los Angeles Gladiators,GLA,3,4406,Los Angeles Gladiators,GLA
10261,02/01/2018,2018,1,stage1,3,Week 4,3829,Overwatch League - Stage 1,CONCLUDED,4525,Houston Outlaws,HOU,3,4404,San Francisco Shock,SFS,1,4525,Houston Outlaws,HOU
10262,02/01/2018,2018,1,stage1,3,Week 4,3829,Overwatch League - Stage 1,CONCLUDED,4524,Philadelphia Fusion,PHI,4,4523,Dallas Fuel,DAL,0,4524,Philadelphia Fusion,PHI
10263,02/01/2018,2018,1,stage1,3,Week 4,3829,Overwatch League - Stage 1,CONCLUDED,4403,New York Excelsior,NYE,4,4408,Shanghai Dragons,SHD,0,4403,New York Excelsior,NYE
10264,02/02/2018,2018,1,stage1,3,Week 4,3829,Overwatch League - Stage 1,CONCLUDED,4410,London Spitfire,LDN,4,4409,Seoul Dynasty,SEO,0,4410,London Spitfire,LDN
10265,02/03/2018,2018,1,stage1,3,Week 4,3829,Overwatch League - Stage 1,CONCLUDED,4404,San Francisco Shock,SFS,4,4407,Florida Mayhem,FLA,0,4404,San Francisco Shock,SFS
10266,02/03/2018,2018,1,stage1,3,Week 4,3829,Overwatch League - Stage 1,CONCLUDED,4409,Seoul Dynasty,SEO,3,4525,Houston Outlaws,HOU,2,4409,Seoul Dynasty,SEO
10267,02/03/2018,2018,1,stage1,3,Week 4,3829,Overwatch League - Stage 1,CONCLUDED,4406,Los Angeles Gladiators,GLA,0,4402,Boston Uprising,BOS,4,4402,Boston Uprising,BOS
10268,02/03/2018,2018,1,stage1,3,Week 4,3829,Overwatch League - Stage 1,CONCLUDED,4408,Shanghai Dragons,SHD,0,4410,London Spitfire,LDN,4,4410,London Spitfire,LDN
10269,02/03/2018,2018,1,stage1,3,Week 4,3829,Overwatch League - Stage 1,CONCLUDED,4523,Dallas Fuel,DAL,1,4403,New York Excelsior,NYE,3,4403,New York Excelsior,NYE
10270,02/03/2018,2018,1,stage1,3,Week 4,3829,Overwatch League - Stage 1,CONCLUDED,4402,Boston Uprising,BOS,4,4405,Los Angeles Valiant,VAL,0,4402,Boston Uprising,BOS
10564,02/08/2018,2018,1,stage1,4,Week 5,3829,Overwatch League - Stage 1,CONCLUDED,4408,Shanghai Dragons,SHD,2,4523,Dallas Fuel,DAL,3,4523,Dallas Fuel,DAL
10565,02/08/2018,2018,1,stage1,4,Week 5,3829,Overwatch League - Stage 1,CONCLUDED,4404,San Francisco Shock,SFS,1,4406,Los Angeles Gladiators,GLA,3,4406,Los Angeles Gladiators,GLA
10566,02/08/2018,2018,1,stage1,4,Week 5,3829,Overwatch League - Stage 1,CONCLUDED,4405,Los Angeles Valiant,VAL,3,4409,Seoul Dynasty,SEO,0,4405,Los Angeles Valiant,VAL
10567,02/08/2018,2018,1,stage1,4,Week 5,3829,Overwatch League - Stage 1,CONCLUDED,4524,Philadelphia Fusion,PHI,0,4402,Boston Uprising,BOS,4,4402,Boston Uprising,BOS
10568,02/08/2018,2018,1,stage1,4,Week 5,3829,Overwatch League - Stage 1,CONCLUDED,4407,Florida Mayhem,FLA,0,4403,New York Excelsior,NYE,3,4403,New York Excelsior,NYE
10569,02/09/2018,2018,1,stage1,4,Week 5,3829,Overwatch League - Stage 1,CONCLUDED,4410,London Spitfire,LDN,1,4525,Houston Outlaws,HOU,3,4525,Houston Outlaws,HOU
10570,02/10/2018,2018,1,stage1,4,Week 5,3829,Overwatch League - Stage 1,CONCLUDED,4406,Los Angeles Gladiators,GLA,1,4523,Dallas Fuel,DAL,3,4523,Dallas Fuel,DAL
10571,02/10/2018,2018,1,stage1,4,Week 5,3829,Overwatch League - Stage 1,CONCLUDED,4409,Seoul Dynasty,SEO,3,4404,San Francisco Shock,SFS,2,4409,Seoul Dynasty,SEO
10572,02/10/2018,2018,1,stage1,4,Week 5,3829,Overwatch League - Stage 1,CONCLUDED,4405,Los Angeles Valiant,VAL,4,4408,Shanghai Dragons,SHD,0,4405,Los Angeles Valiant,VAL
10573,02/10/2018,2018,1,stage1,4,Week 5,3829,Overwatch League - Stage 1,CONCLUDED,4403,New York Excelsior,NYE,3,4410,London Spitfire,LDN,2,4403,New York Excelsior,NYE
10574,02/10/2018,2018,1,stage1,4,Week 5,3829,Overwatch League - Stage 1,CONCLUDED,4525,Houston Outlaws,HOU,3,4402,Boston Uprising,BOS,2,4525,Houston Outlaws,HOU
10575,02/10/2018,2018,1,stage1,4,Week 5,3829,Overwatch League - Stage 1,CONCLUDED,4407,Florida Mayhem,FLA,2,4524,Philadelphia Fusion,PHI,3,4524,Philadelphia Fusion,PHI
10537,02/11/2018,2018,1,stage1,4,Week 5,3830,Overwatch League - Stage 1 - Title Matches,CONCLUDED,4410,London Spitfire,LDN,3,4525,Houston Outlaws,HOU,1,4410,London Spitfire,LDN
10539,02/11/2018,2018,1,stage1,4,Week 5,3830,Overwatch League - Stage 1 - Title Matches,CONCLUDED,4410,London Spitfire,LDN,3,4403,New York Excelsior,NYE,2,4410,London Spitfire,LDN
10278,02/22/2018,2018,2,stage2,0,Week 1,3831,Overwatch League - Stage 2,CONCLUDED,4409,Seoul Dynasty,SEO,4,4405,Los Angeles Valiant,VAL,0,4409,Seoul Dynasty,SEO
10279,02/22/2018,2018,2,stage2,0,Week 1,3831,Overwatch League - Stage 2,CONCLUDED,4523,Dallas Fuel,DAL,3,4408,Shanghai Dragons,SHD,1,4523,Dallas Fuel,DAL
10280,02/22/2018,2018,2,stage2,0,Week 1,3831,Overwatch League - Stage 2,CONCLUDED,4406,Los Angeles Gladiators,GLA,4,4404,San Francisco Shock,SFS,0,4406,Los Angeles Gladiators,GLA
10281,02/23/2018,2018,2,stage2,0,Week 1,3831,Overwatch League - Stage 2,CONCLUDED,4525,Houston Outlaws,HOU,3,4410,London Spitfire,LDN,2,4525,Houston Outlaws,HOU
10282,02/23/2018,2018,2,stage2,0,Week 1,3831,Overwatch League - Stage 2,CONCLUDED,4403,New York Excelsior,NYE,3,4407,Florida Mayhem,FLA,1,4403,New York Excelsior,NYE
10283,02/23/2018,2018,2,stage2,0,Week 1,3831,Overwatch League - Stage 2,CONCLUDED,4402,Boston Uprising,BOS,0,4524,Philadelphia Fusion,PHI,4,4524,Philadelphia Fusion,PHI
10284,02/24/2018,2018,2,stage2,0,Week 1,3831,Overwatch League - Stage 2,CONCLUDED,4410,London Spitfire,LDN,3,4403,New York Excelsior,NYE,2,4410,London Spitfire,LDN
10285,02/24/2018,2018,2,stage2,0,Week 1,3831,Overwatch League - Stage 2,CONCLUDED,4523,Dallas Fuel,DAL,3,4406,Los Angeles Gladiators,GLA,1,4523,Dallas Fuel,DAL
10286,02/24/2018,2018,2,stage2,0,Week 1,3831,Overwatch League - Stage 2,CONCLUDED,4404,San Francisco Shock,SFS,1,4409,Seoul Dynasty,SEO,3,4409,Seoul Dynasty,SEO
10287,02/24/2018,2018,2,stage2,0,Week 1,3831,Overwatch League - Stage 2,CONCLUDED,4524,Philadelphia Fusion,PHI,4,4407,Florida Mayhem,FLA,0,4524,Philadelphia Fusion,PHI
10288,02/24/2018,2018,2,stage2,0,Week 1,3831,Overwatch League - Stage 2,CONCLUDED,4402,Boston Uprising,BOS,0,4525,Houston Outlaws,HOU,4,4525,Houston Outlaws,HOU
10289,02/25/2018,2018,2,stage2,0,Week 1,3831,Overwatch League - Stage 2,CONCLUDED,4408,Shanghai Dragons,SHD,0,4405,Los Angeles Valiant,VAL,3,4405,Los Angeles Valiant,VAL
10290,03/01/2018,2018,2,stage2,1,Week 2,3831,Overwatch League - Stage 2,CONCLUDED,4409,Seoul Dynasty,SEO,3,4523,Dallas Fuel,DAL,1,4409,Seoul Dynasty,SEO
10291,03/01/2018,2018,2,stage2,1,Week 2,3831,Overwatch League - Stage 2,CONCLUDED,4405,Los Angeles Valiant,VAL,3,4404,San Francisco Shock,SFS,1,4405,Los Angeles Valiant,VAL
10292,03/01/2018,2018,2,stage2,1,Week 2,3831,Overwatch League - Stage 2,CONCLUDED,4406,Los Angeles Gladiators,GLA,4,4408,Shanghai Dragons,SHD,0,4406,Los Angeles Gladiators,GLA
10293,03/02/2018,2018,2,stage2,1,Week 2,3831,Overwatch League - Stage 2,CONCLUDED,4407,Florida Mayhem,FLA,1,4410,London Spitfire,LDN,3,4410,London Spitfire,LDN
10294,03/02/2018,2018,2,stage2,1,Week 2,3831,Overwatch League - Stage 2,CONCLUDED,4525,Houston Outlaws,HOU,2,4524,Philadelphia Fusion,PHI,3,4524,Philadelphia Fusion,PHI
10295,03/02/2018,2018,2,stage2,1,Week 2,3831,Overwatch League - Stage 2,CONCLUDED,4403,New York Excelsior,NYE,4,4402,Boston Uprising,BOS,0,4403,New York Excelsior,NYE
10296,03/03/2018,2018,2,stage2,1,Week 2,3831,Overwatch League - Stage 2,CONCLUDED,4402,Boston Uprising,BOS,4,4407,Florida Mayhem,FLA,0,4402,Boston Uprising,BOS
10297,03/03/2018,2018,2,stage2,1,Week 2,3831,Overwatch League - Stage 2,CONCLUDED,4406,Los Angeles Gladiators,GLA,1,4409,Seoul Dynasty,SEO,3,4409,Seoul Dynasty,SEO
10298,03/03/2018,2018,2,stage2,1,Week 2,3831,Overwatch League - Stage 2,CONCLUDED,4523,Dallas Fuel,DAL,1,4405,Los Angeles Valiant,VAL,3,4405,Los Angeles Valiant,VAL
10299,03/03/2018,2018,2,stage2,1,Week 2,3831,Overwatch League - Stage 2,CONCLUDED,4524,Philadelphia Fusion,PHI,0,4410,London Spitfire,LDN,4,4410,London Spitfire,LDN
10300,03/03/2018,2018,2,stage2,1,Week 2,3831,Overwatch League - Stage 2,CONCLUDED,4525,Houston Outlaws,HOU,0,4403,New York Excelsior,NYE,4,4403,New York Excelsior,NYE
10301,03/04/2018,2018,2,stage2,1,Week 2,3831,Overwatch League - Stage 2,CONCLUDED,4408,Shanghai Dragons,SHD,0,4404,San Francisco Shock,SFS,4,4404,San Francisco Shock,SFS
10302,03/08/2018,2018,2,stage2,2,Week 3,3831,Overwatch League - Stage 2,CONCLUDED,4409,Seoul Dynasty,SEO,3,4408,Shanghai Dragons,SHD,1,4409,Seoul Dynasty,SEO
10303,03/08/2018,2018,2,stage2,2,Week 3,3831,Overwatch League - Stage 2,CONCLUDED,4404,San Francisco Shock,SFS,3,4523,Dallas Fuel,DAL,0,4404,San Francisco Shock,SFS
10304,03/08/2018,2018,2,stage2,2,Week 3,3831,Overwatch League - Stage 2,CONCLUDED,4405,Los Angeles Valiant,VAL,0,4406,Los Angeles Gladiators,GLA,4,4406,Los Angeles Gladiators,GLA
10305,03/09/2018,2018,2,stage2,2,Week 3,3831,Overwatch League - Stage 2,CONCLUDED,4524,Philadelphia Fusion,PHI,1,4409,Seoul Dynasty,SEO,3,4409,Seoul Dynasty,SEO
10306,03/09/2018,2018,2,stage2,2,Week 3,3831,Overwatch League - Stage 2,CONCLUDED,4525,Houston Outlaws,HOU,0,4405,Los Angeles Valiant,VAL,4,4405,Los Angeles Valiant,VAL
10307,03/09/2018,2018,2,stage2,2,Week 3,3831,Overwatch League - Stage 2,CONCLUDED,4402,Boston Uprising,BOS,4,4408,Shanghai Dragons,SHD,0,4402,Boston Uprising,BOS
10308,03/10/2018,2018,2,stage2,2,Week 3,3831,Overwatch League - Stage 2,CONCLUDED,4410,London Spitfire,LDN,4,4402,Boston Uprising,BOS,0,4410,London Spitfire,LDN
10309,03/10/2018,2018,2,stage2,2,Week 3,3831,Overwatch League - Stage 2,CONCLUDED,4403,New York Excelsior,NYE,3,4524,Philadelphia Fusion,PHI,1,4403,New York Excelsior,NYE
10310,03/10/2018,2018,2,stage2,2,Week 3,3831,Overwatch League - Stage 2,CONCLUDED,4407,Florida Mayhem,FLA,2,4525,Houston Outlaws,HOU,3,4525,Houston Outlaws,HOU
10311,03/10/2018,2018,2,stage2,2,Week 3,3831,Overwatch League - Stage 2,CONCLUDED,4410,London Spitfire,LDN,1,4406,Los Angeles Gladiators,GLA,3,4406,Los Angeles Gladiators,GLA
10312,03/10/2018,2018,2,stage2,2,Week 3,3831,Overwatch League - Stage 2,CONCLUDED,4403,New York Excelsior,NYE,4,4404,San Francisco Shock,SFS,0,4403,New York Excelsior,NYE
10313,03/11/2018,2018,2,stage2,2,Week 3,3831,Overwatch League - Stage 2,CONCLUDED,4407,Florida Mayhem,FLA,3,4523,Dallas Fuel,DAL,2,4407,Florida Mayhem,FLA
10314,03/14/2018,2018,2,stage2,3,Week 4,3831,Overwatch League - Stage 2,CONCLUDED,4402,Boston Uprising,BOS,4,4523,Dallas Fuel,DAL,0,4402,Boston Uprising,BOS
10315,03/15/2018,2018,2,stage2,3,Week 4,3831,Overwatch League - Stage 2,CONCLUDED,4403,New York Excelsior,NYE,3,4409,Seoul Dynasty,SEO,2,4403,New York Excelsior,NYE
10316,03/15/2018,2018,2,stage2,3,Week 4,3831,Overwatch League - Stage 2,CONCLUDED,4524,Philadelphia Fusion,PHI,4,4408,Shanghai Dragons,SHD,0,4524,Philadelphia Fusion,PHI
10317,03/15/2018,2018,2,stage2,3,Week 4,3831,Overwatch League - Stage 2,CONCLUDED,4408,Shanghai Dragons,SHD,0,4403,New York Excelsior,NYE,4,4403,New York Excelsior,NYE
10318,03/16/2018,2018,2,stage2,3,Week 4,3831,Overwatch League - Stage 2,CONCLUDED,4407,Florida Mayhem,FLA,3,4405,Los Angeles Valiant,VAL,1,4407,Florida Mayhem,FLA
