match_id,date,season,stage_id,stage_name,week_id,week_name,tournament_id,tournament_name,status,team_a_id,team_a_name,team_a_abbr,team_a_score,team_b_id,team_b_name,team_b_abbr,team_b_score,winner_id,winner_name,winner_abbr
21368,06/16/2019,2019,2,stage3,1,Week 2,5081,Overwatch League Stage 3,CONCLUDED,7697,Washington Justice,WAS,0,4406,Los Angeles Gladiators,GLA,4,4406,Los Angeles Gladiators,GLA
21378,06/20/2019,2019,2,stage3,2,Week 3,5081,Overwatch League Stage 3,CONCLUDED,4404,San Francisco Shock,SFS,4,4402,Boston Uprising,BOS,0,4404,San Francisco Shock,SFS
21394,06/21/2019,2019,2,stage3,2,Week 3,5081,Overwatch League Stage 3,CONCLUDED,7694,Paris Eternal,PAR,1,4525,Houston Outlaws,HOU,3,4525,Houston Outlaws,HOU
21386,06/21/2019,2019,2,stage3,2,Week 3,5081,Overwatch League Stage 3,CONCLUDED,7693,Hangzhou Spark,HZS,3,4523,Dallas Fuel,DAL,0,7693,Hangzhou Spark,HZS
21328,06/21/2019,2019,2,stage3,2,Week 3,5081,Overwatch League Stage 3,CONCLUDED,4408,Shanghai Dragons,SHD,1,4405,Los Angeles Valiant,VAL,3,4405,Los Angeles Valiant,VAL
21403,06/21/2019,2019,2,stage3,2,Week 3,5081,Overwatch League Stage 3,CONCLUDED,4410,London Spitfire,LDN,2,4403,New York Excelsior,NYE,3,4403,New York Excelsior,NYE
21412,06/22/2019,2019,2,stage3,2,Week 3,5081,Overwatch League Stage 3,CONCLUDED,4404,San Francisco Shock,SFS,4,4407,Florida Mayhem,FLA,0,4404,San Francisco Shock,SFS
21308,06/22/2019,2019,2,stage3,2,Week 3,5081,Overwatch League Stage 3,CONCLUDED,4406,Los Angeles Gladiators,GLA,1,4408,Shanghai Dragons,SHD,3,4408,Shanghai Dragons,SHD
21385,06/22/2019,2019,2,stage3,2,Week 3,5081,Overwatch League Stage 3,CONCLUDED,7692,Chengdu Hunters,CDH,1,7696,Vancouver Titans,VAN,3,7696,Vancouver Titans,VAN
21404,06/22/2019,2019,2,stage3,2,Week 3,5081,Overwatch League Stage 3,CONCLUDED,4410,London Spitfire,LDN,2,7697,Washington Justice,WAS,1,4410,London Spitfire,LDN
21413,06/22/2019,2019,2,stage3,2,Week 3,5081,Overwatch League Stage 3,CONCLUDED,7698,Atlanta Reign,ATL,2,4524,Philadelphia Fusion,PHI,3,4524,Philadelphia Fusion,PHI
21369,06/22/2019,2019,2,stage3,2,Week 3,5081,Overwatch League Stage 3,CONCLUDED,7695,Toronto Defiant,TOR,0,7699,Guangzhou Charge,GZC,4,7699,Guangzhou Charge,GZC
21329,06/23/2019,2019,2,stage3,2,Week 3,5081,Overwatch League Stage 3,CONCLUDED,7693,Hangzhou Spark,HZS,3,4409,Seoul Dynasty,SEO,2,7693,Hangzhou Spark,HZS
21320,06/23/2019,2019,2,stage3,2,Week 3,5081,Overwatch League Stage 3,CONCLUDED,7692,Chengdu Hunters,CDH,4,4523,Dallas Fuel,DAL,0,7692,Chengdu Hunters,CDH
21379,06/23/2019,2019,2,stage3,2,Week 3,5081,Overwatch League Stage 3,CONCLUDED,4402,Boston Uprising,BOS,3,7694,Paris Eternal,PAR,2,4402,Boston Uprising,BOS
21395,06/23/2019,2019,2,stage3,2,Week 3,5081,Overwatch League Stage 3,CONCLUDED,4525,Houston Outlaws,HOU,1,4407,Florida Mayhem,FLA,3,4407,Florida Mayhem,FLA
21330,06/24/2019,2019,2,stage3,2,Week 3,5081,Overwatch League Stage 3,CONCLUDED,4405,Los Angeles Valiant,VAL,3,7696,Vancouver Titans,VAN,1,4405,Los Angeles Valiant,VAL
21309,06/28/2019,2019,2,stage3,3,Week 4,5081,Overwatch League Stage 3,CONCLUDED,7693,Hangzhou Spark,HZS,3,4405,Los Angeles Valiant,VAL,2,7693,Hangzhou Spark,HZS
21356,06/28/2019,2019,2,stage3,3,Week 4,5081,Overwatch League Stage 3,CONCLUDED,7694,Paris Eternal,PAR,1,4409,Seoul Dynasty,SEO,3,4409,Seoul Dynasty,SEO
21338,06/28/2019,2019,2,stage3,3,Week 4,5081,Overwatch League Stage 3,CONCLUDED,4404,San Francisco Shock,SFS,2,7692,Chengdu Hunters,CDH,3,7692,Chengdu Hunters,CDH
21421,06/29/2019,2019,2,stage3,3,Week 4,5081,Overwatch League Stage 3,CONCLUDED,4410,London Spitfire,LDN,0,4405,Los Angeles Valiant,VAL,4,4405,Los Angeles Valiant,VAL
21370,06/29/2019,2019,2,stage3,3,Week 4,5081,Overwatch League Stage 3,CONCLUDED,7695,Toronto Defiant,TOR,0,4406,Los Angeles Gladiators,GLA,4,4406,Los Angeles Gladiators,GLA
21431,06/29/2019,2019,2,stage3,3,Week 4,5081,Overwatch League Stage 3,CONCLUDED,4525,Houston Outlaws,HOU,3,7697,Washington Justice,WAS,0,4525,Houston Outlaws,HOU
21405,06/29/2019,2019,2,stage3,3,Week 4,5081,Overwatch League Stage 3,CONCLUDED,4523,Dallas Fuel,DAL,2,4403,New York Excelsior,NYE,3,4403,New York Excelsior,NYE
21310,06/29/2019,2019,2,stage3,3,Week 4,5081,Overwatch League Stage 3,CONCLUDED,4402,Boston Uprising,BOS,2,4524,Philadelphia Fusion,PHI,3,4524,Philadelphia Fusion,PHI
21414,06/29/2019,2019,2,stage3,3,Week 4,5081,Overwatch League Stage 3,CONCLUDED,4407,Florida Mayhem,FLA,0,7693,Hangzhou Spark,HZS,4,7693,Hangzhou Spark,HZS
21441,06/30/2019,2019,2,stage3,3,Week 4,5081,Overwatch League Stage 3,CONCLUDED,4408,Shanghai Dragons,SHD,3,7699,Guangzhou Charge,GZC,1,4408,Shanghai Dragons,SHD
21422,06/30/2019,2019,2,stage3,3,Week 4,5081,Overwatch League Stage 3,CONCLUDED,4406,Los Angeles Gladiators,GLA,0,7696,Vancouver Titans,VAN,4,7696,Vancouver Titans,VAN
21357,06/30/2019,2019,2,stage3,3,Week 4,5081,Overwatch League Stage 3,CONCLUDED,4410,London Spitfire,LDN,0,4404,San Francisco Shock,SFS,4,4404,San Francisco Shock,SFS
21339,06/30/2019,2019,2,stage3,3,Week 4,5081,Overwatch League Stage 3,CONCLUDED,4525,Houston Outlaws,HOU,3,7695,Toronto Defiant,TOR,1,4525,Houston Outlaws,HOU
21451,07/01/2019,2019,2,stage3,3,Week 4,5081,Overwatch League Stage 3,CONCLUDED,7692,Chengdu Hunters,CDH,0,4409,Seoul Dynasty,SEO,3,4409,Seoul Dynasty,SEO
21461,07/06/2019,2019,2,stage3,4,Week 5,5081,Overwatch League Stage 3,CONCLUDED,4407,Florida Mayhem,FLA,0,4403,New York Excelsior,NYE,3,4403,New York Excelsior,NYE
21380,07/06/2019,2019,2,stage3,4,Week 5,5081,Overwatch League Stage 3,CONCLUDED,4524,Philadelphia Fusion,PHI,3,7697,Washington Justice,WAS,1,4524,Philadelphia Fusion,PHI
21387,07/06/2019,2019,2,stage3,4,Week 5,5081,Overwatch League Stage 3,CONCLUDED,7695,Toronto Defiant,TOR,1,7698,Atlanta Reign,ATL,3,7698,Atlanta Reign,ATL
21396,07/06/2019,2019,2,stage3,4,Week 5,5081,Overwatch League Stage 3,CONCLUDED,7699,Guangzhou Charge,GZC,3,4408,Shanghai Dragons,SHD,1,7699,Guangzhou Charge,GZC
21432,07/07/2019,2019,2,stage3,4,Week 5,5081,Overwatch League Stage 3,CONCLUDED,4524,Philadelphia Fusion,PHI,1,4408,Shanghai Dragons,SHD,3,4408,Shanghai Dragons,SHD
21406,07/07/2019,2019,2,stage3,4,Week 5,5081,Overwatch League Stage 3,CONCLUDED,7697,Washington Justice,WAS,0,7699,Guangzhou Charge,GZC,4,7699,Guangzhou Charge,GZC
21442,07/07/2019,2019,2,stage3,4,Week 5,5081,Overwatch League Stage 3,CONCLUDED,4407,Florida Mayhem,FLA,0,7698,Atlanta Reign,ATL,4,7698,Atlanta Reign,ATL
21415,07/07/2019,2019,2,stage3,4,Week 5,5081,Overwatch League Stage 3,CONCLUDED,4403,New York Excelsior,NYE,4,7695,Toronto Defiant,TOR,0,4403,New York Excelsior,NYE
21358,07/25/2019,2019,3,stage4,0,Week 1,5100,Overwatch League Stage 4,CONCLUDED,4525,Houston Outlaws,HOU,1,7694,Paris Eternal,PAR,3,7694,Paris Eternal,PAR
21423,07/26/2019,2019,3,stage4,0,Week 1,5100,Overwatch League Stage 4,CONCLUDED,4406,Los Angeles Gladiators,GLA,3,4403,New York Excelsior,NYE,1,4406,Los Angeles Gladiators,GLA
21340,07/26/2019,2019,3,stage4,0,Week 1,5100,Overwatch League Stage 4,CONCLUDED,7699,Guangzhou Charge,GZC,3,4524,Philadelphia Fusion,PHI,2,7699,Guangzhou Charge,GZC
21424,07/26/2019,2019,3,stage4,0,Week 1,5100,Overwatch League Stage 4,CONCLUDED,4408,Shanghai Dragons,SHD,1,7696,Vancouver Titans,VAN,3,7696,Vancouver Titans,VAN
21452,07/26/2019,2019,3,stage4,0,Week 1,5100,Overwatch League Stage 4,CONCLUDED,7695,Toronto Defiant,TOR,1,7697,Washington Justice,WAS,3,7697,Washington Justice,WAS
21425,07/27/2019,2019,3,stage4,0,Week 1,5100,Overwatch League Stage 4,CONCLUDED,4523,Dallas Fuel,DAL,1,4410,London Spitfire,LDN,3,4410,London Spitfire,LDN
21453,07/27/2019,2019,3,stage4,0,Week 1,5100,Overwatch League Stage 4,CONCLUDED,4409,Seoul Dynasty,SEO,1,4404,San Francisco Shock,SFS,3,4404,San Francisco Shock,SFS
21471,07/27/2019,2019,3,stage4,0,Week 1,5100,Overwatch League Stage 4,CONCLUDED,4524,Philadelphia Fusion,PHI,2,7692,Chengdu Hunters,CDH,3,7692,Chengdu Hunters,CDH
21481,07/27/2019,2019,3,stage4,0,Week 1,5100,Overwatch League Stage 4,CONCLUDED,7694,Paris Eternal,PAR,2,4405,Los Angeles Valiant,VAL,3,4405,Los Angeles Valiant,VAL
21397,07/27/2019,2019,3,stage4,0,Week 1,5100,Overwatch League Stage 4,CONCLUDED,4402,Boston Uprising,BOS,0,7699,Guangzhou Charge,GZC,4,7699,Guangzhou Charge,GZC
21454,07/27/2019,2019,3,stage4,0,Week 1,5100,Overwatch League Stage 4,CONCLUDED,4406,Los Angeles Gladiators,GLA,1,4525,Houston Outlaws,HOU,3,4525,Houston Outlaws,HOU
21462,07/28/2019,2019,3,stage4,0,Week 1,5100,Overwatch League Stage 4,CONCLUDED,7698,Atlanta Reign,ATL,3,7693,Hangzhou Spark,HZS,1,7698,Atlanta Reign,ATL
21433,07/28/2019,2019,3,stage4,0,Week 1,5100,Overwatch League Stage 4,CONCLUDED,4408,Shanghai Dragons,SHD,3,4409,Seoul Dynasty,SEO,1,4408,Shanghai Dragons,SHD
21482,07/28/2019,2019,3,stage4,0,Week 1,5100,Overwatch League Stage 4,CONCLUDED,4410,London Spitfire,LDN,3,7695,Toronto Defiant,TOR,1,4410,London Spitfire,LDN
21398,07/28/2019,2019,3,stage4,0,Week 1,5100,Overwatch League Stage 4,CONCLUDED,7696,Vancouver Titans,VAN,4,4407,Florida Mayhem,FLA,0,7696,Vancouver Titans,VAN
21388,07/28/2019,2019,3,stage4,0,Week 1,5100,Overwatch League Stage 4,CONCLUDED,4402,Boston Uprising,BOS,2,7692,Chengdu Hunters,CDH,3,7692,Chengdu Hunters,CDH
21472,08/01/2019,2019,3,stage4,1,Week 2,5100,Overwatch League Stage 4,CONCLUDED,7699,Guangzhou Charge,GZC,1,4410,London Spitfire,LDN,3,4410,London Spitfire,LDN
21359,08/02/2019,2019,3,stage4,1,Week 2,5100,Overwatch League Stage 4,CONCLUDED,4407,Florida Mayhem,FLA,2,7697,Washington Justice,WAS,3,7697,Washington Justice,WAS
21399,08/02/2019,2019,3,stage4,1,Week 2,5100,Overwatch League Stage 4,CONCLUDED,4408,Shanghai Dragons,SHD,1,7695,Toronto Defiant,TOR,2,7695,Toronto Defiant,TOR
21389,08/02/2019,2019,3,stage4,1,Week 2,5100,Overwatch League Stage 4,CONCLUDED,4405,Los Angeles Valiant,VAL,2,4409,Seoul Dynasty,SEO,3,4409,Seoul Dynasty,SEO
21416,08/02/2019,2019,3,stage4,1,Week 2,5100,Overwatch League Stage 4,CONCLUDED,4403,New York Excelsior,NYE,3,7694,Paris Eternal,PAR,1,4403,New York Excelsior,NYE
21443,08/03/2019,2019,3,stage4,1,Week 2,5100,Overwatch League Stage 4,CONCLUDED,4525,Houston Outlaws,HOU,1,4524,Philadelphia Fusion,PHI,3,4524,Philadelphia Fusion,PHI
21400,08/03/2019,2019,3,stage4,1,Week 2,5100,Overwatch League Stage 4,CONCLUDED,7692,Chengdu Hunters,CDH,2,4406,Los Angeles Gladiators,GLA,3,4406,Los Angeles Gladiators,GLA
21390,08/03/2019,2019,3,stage4,1,Week 2,5100,Overwatch League Stage 4,CONCLUDED,7699,Guangzhou Charge,GZC,3,7693,Hangzhou Spark,HZS,0,7699,Guangzhou Charge,GZC
21434,08/03/2019,2019,3,stage4,1,Week 2,5100,Overwatch League Stage 4,CONCLUDED,7698,Atlanta Reign,ATL,4,7694,Paris Eternal,PAR,0,7698,Atlanta Reign,ATL
21407,08/03/2019,2019,3,stage4,1,Week 2,5100,Overwatch League Stage 4,CONCLUDED,4407,Florida Mayhem,FLA,3,4410,London Spitfire,LDN,0,4407,Florida Mayhem,FLA
21455,08/03/2019,2019,3,stage4,1,Week 2,5100,Overwatch League Stage 4,CONCLUDED,4523,Dallas Fuel,DAL,1,4405,Los Angeles Valiant,VAL,3,4405,Los Angeles Valiant,VAL
21491,08/04/2019,2019,3,stage4,1,Week 2,5100,Overwatch League Stage 4,CONCLUDED,4406,Los Angeles Gladiators,GLA,2,4404,San Francisco Shock,SFS,3,4404,San Francisco Shock,SFS
21435,08/04/2019,2019,3,stage4,1,Week 2,5100,Overwatch League Stage 4,CONCLUDED,7698,Atlanta Reign,ATL,3,4525,Houston Outlaws,HOU,1,7698,Atlanta Reign,ATL
21501,08/04/2019,2019,3,stage4,1,Week 2,5100,Overwatch League Stage 4,CONCLUDED,4524,Philadelphia Fusion,PHI,3,7695,Toronto Defiant,TOR,2,4524,Philadelphia Fusion,PHI
21408,08/04/2019,2019,3,stage4,1,Week 2,5100,Overwatch League Stage 4,CONCLUDED,7696,Vancouver Titans,VAN,0,7697,Washington Justice,WAS,4,7697,Washington Justice,WAS
21417,08/04/2019,2019,3,stage4,1,Week 2,5100,Overwatch League Stage 4,CONCLUDED,7692,Chengdu Hunters,CDH,4,4403,New York Excelsior,NYE,0,7692,Chengdu Hunters,CDH
21444,08/08/2019,2019,3,stage4,2,Week 3,5100,Overwatch League Stage 4,CONCLUDED,4410,London Spitfire,LDN,2,7696,Vancouver Titans,VAN,3,7696,Vancouver Titans,VAN
21360,08/09/2019,2019,3,stage4,2,Week 3,5100,Overwatch League Stage 4,CONCLUDED,7694,Paris Eternal,PAR,3,4524,Philadelphia Fusion,PHI,2,7694,Paris Eternal,PAR
21473,08/09/2019,2019,3,stage4,2,Week 3,5100,Overwatch League Stage 4,CONCLUDED,7695,Toronto Defiant,TOR,1,4407,Florida Mayhem,FLA,3,4407,Florida Mayhem,FLA
21436,08/09/2019,2019,3,stage4,2,Week 3,5100,Overwatch League Stage 4,CONCLUDED,7699,Guangzhou Charge,GZC,3,4409,Seoul Dynasty,SEO,2,7699,Guangzhou Charge,GZC
21409,08/09/2019,2019,3,stage4,2,Week 3,5100,Overwatch League Stage 4,CONCLUDED,4402,Boston Uprising,BOS,1,7697,Washington Justice,WAS,3,7697,Washington Justice,WAS
21418,08/10/2019,2019,3,stage4,2,Week 3,5100,Overwatch League Stage 4,CONCLUDED,4523,Dallas Fuel,DAL,2,4406,Los Angeles Gladiators,GLA,3,4406,Los Angeles Gladiators,GLA
21445,08/10/2019,2019,3,stage4,2,Week 3,5100,Overwatch League Stage 4,CONCLUDED,4404,San Francisco Shock,SFS,3,4408,Shanghai Dragons,SHD,1,4404,San Francisco Shock,SFS
21511,08/10/2019,2019,3,stage4,2,Week 3,5100,Overwatch League Stage 4,CONCLUDED,7693,Hangzhou Spark,HZS,2,4403,New York Excelsior,NYE,3,4403,New York Excelsior,NYE
21474,08/10/2019,2019,3,stage4,2,Week 3,5100,Overwatch League Stage 4,CONCLUDED,4525,Houston Outlaws,HOU,1,4410,London Spitfire,LDN,3,4410,London Spitfire,LDN
21426,08/10/2019,2019,3,stage4,2,Week 3,5100,Overwatch League Stage 4,CONCLUDED,4409,Seoul Dynasty,SEO,2,7695,Toronto Defiant,TOR,1,4409,Seoul Dynasty,SEO
21456,08/10/2019,2019,3,stage4,2,Week 3,5100,Overwatch League Stage 4,CONCLUDED,4407,Florida Mayhem,FLA,1,4405,Los Angeles Valiant,VAL,2,4405,Los Angeles Valiant,VAL
21463,08/10/2019,2019,3,stage4,2,Week 3,5100,Overwatch League Stage 4,CONCLUDED,7692,Chengdu Hunters,CDH,1,7693,Hangzhou Spark,HZS,3,7693,Hangzhou Spark,HZS
21492,08/11/2019,2019,3,stage4,2,Week 3,5100,Overwatch League Stage 4,CONCLUDED,4524,Philadelphia Fusion,PHI,0,7696,Vancouver Titans,VAN,4,7696,Vancouver Titans,VAN
21483,08/11/2019,2019,3,stage4,2,Week 3,5100,Overwatch League Stage 4,CONCLUDED,7697,Washington Justice,WAS,3,4525,Houston Outlaws,HOU,2,7697,Washington Justice,WAS
21502,08/11/2019,2019,3,stage4,2,Week 3,5100,Overwatch League Stage 4,CONCLUDED,4404,San Francisco Shock,SFS,4,4523,Dallas Fuel,DAL,0,4404,San Francisco Shock,SFS
21437,08/12/2019,2019,3,stage4,2,Week 3,5100,Overwatch League Stage 4,CONCLUDED,7699,Guangzhou Charge,GZC,4,4403,New York Excelsior,NYE,0,7699,Guangzhou Charge,GZC
21410,08/15/2019,2019,3,stage4,3,Week 4,5100,Overwatch League Stage 4,CONCLUDED,4402,Boston Uprising,BOS,0,4407,Florida Mayhem,FLA,4,4407,Florida Mayhem,FLA
21457,08/16/2019,2019,3,stage4,3,Week 4,5100,Overwatch League Stage 4,CONCLUDED,4523,Dallas Fuel,DAL,1,7693,Hangzhou Spark,HZS,3,7693,Hangzhou Spark,HZS
21427,08/16/2019,2019,3,stage4,3,Week 4,5100,Overwatch League Stage 4,CONCLUDED,4409,Seoul Dynasty,SEO,3,4408,Shanghai Dragons,SHD,1,4409,Seoul Dynasty,SEO
21458,08/16/2019,2019,3,stage4,3,Week 4,5100,Overwatch League Stage 4,CONCLUDED,7697,Washington Justice,WAS,1,7698,Atlanta Reign,ATL,2,7698,Atlanta Reign,ATL
21464,08/17/2019,2019,3,stage4,3,Week 4,5100,Overwatch League Stage 4,CONCLUDED,7692,Chengdu Hunters,CDH,0,4404,San Francisco Shock,SFS,4,4404,San Francisco Shock,SFS
21484,08/17/2019,2019,3,stage4,3,Week 4,5100,Overwatch League Stage 4,CONCLUDED,4406,Los Angeles Gladiators,GLA,2,7693,Hangzhou Spark,HZS,3,7693,Hangzhou Spark,HZS
21493,08/17/2019,2019,3,stage4,3,Week 4,5100,Overwatch League Stage 4,CONCLUDED,7694,Paris Eternal,PAR,3,4408,Shanghai Dragons,SHD,1,7694,Paris Eternal,PAR
21503,08/17/2019,2019,3,stage4,3,Week 4,5100,Overwatch League Stage 4,CONCLUDED,4405,Los Angeles Valiant,VAL,3,4402,Boston Uprising,BOS,1,4405,Los Angeles Valiant,VAL
21428,08/17/2019,2019,3,stage4,3,Week 4,5100,Overwatch League Stage 4,CONCLUDED,4409,Seoul Dynasty,SEO,1,4524,Philadelphia Fusion,PHI,3,4524,Philadelphia Fusion,PHI
21459,08/18/2019,2019,3,stage4,3,Week 4,5100,Overwatch League Stage 4,CONCLUDED,7692,Chengdu Hunters,CDH,3,4525,Houston Outlaws,HOU,2,7692,Chengdu Hunters,CDH
21504,08/18/2019,2019,3,stage4,3,Week 4,5100,Overwatch League Stage 4,CONCLUDED,4410,London Spitfire,LDN,0,7698,Atlanta Reign,ATL,4,7698,Atlanta Reign,ATL
21465,08/18/2019,2019,3,stage4,3,Week 4,5100,Overwatch League Stage 4,CONCLUDED,7694,Paris Eternal,PAR,1,7697,Washington Justice,WAS,3,7697,Washington Justice,WAS
21460,08/18/2019,2019,3,stage4,3,Week 4,5100,Overwatch League Stage 4,CONCLUDED,4407,Florida Mayhem,FLA,4,7695,Toronto Defiant,TOR,0,4407,Florida Mayhem,FLA
21512,08/19/2019,2019,3,stage4,3,Week 4,5100,Overwatch League Stage 4,CONCLUDED,4523,Dallas Fuel,DAL,0,7699,Guangzhou Charge,GZC,4,7699,Guangzhou Charge,GZC
21485,08/24/2019,2019,3,stage4,4,Week 5,5100,Overwatch League Stage 4,CONCLUDED,7698,Atlanta Reign,ATL,3,4523,Dallas Fuel,DAL,1,7698,Atlanta Reign,ATL
21494,08/24/2019,2019,3,stage4,4,Week 5,5100,Overwatch League Stage 4,CONCLUDED,4402,Boston Uprising,BOS,1,4403,New York Excelsior,NYE,3,4403,New York Excelsior,NYE
21521,08/25/2019,2019,3,stage4,4,Week 5,5100,Overwatch League Stage 4,CONCLUDED,4404,San Francisco Shock,SFS,3,7696,Vancouver Titans,VAN,2,4404,San Francisco Shock,SFS
21419,08/25/2019,2019,3,stage4,4,Week 5,5100,Overwatch League Stage 4,CONCLUDED,4406,Los Angeles Gladiators,GLA,3,4405,Los Angeles Valiant,VAL,1,4406,Los Angeles Gladiators,GLA
21514,08/25/2019,2019,3,stage4,4,Week 5,5100,Overwatch League Stage 4,CONCLUDED,7693,Hangzhou Spark,HZS,4,4408,Shanghai Dragons,SHD,0,7693,Hangzhou Spark,HZS
21446,08/25/2019,2019,3,stage4,4,Week 5,5100,Overwatch League Stage 4,CONCLUDED,7698,Atlanta Reign,ATL,4,4402,Boston Uprising,BOS,0,7698,Atlanta Reign,ATL
21513,08/25/2019,2019,3,stage4,4,Week 5,5100,Overwatch League Stage 4,CONCLUDED,4403,New York Excelsior,NYE,2,7696,Vancouver Titans,VAN,3,7696,Vancouver Titans,VAN
21515,08/26/2019,2019,3,stage4,4,Week 5,5100,Overwatch League Stage 4,CONCLUDED,4404,San Francisco Shock,SFS,4,4405,Los Angeles Valiant,VAL,0,4404,San Francisco Shock,SFS
